customer_id,code,name,status,address_used,latitude,longitude,accuracy,match_precision,notes
430,SHED001 2,KGB FASHION LIMITED,updated-low-confidence,"7 Butterley Street ,
Leeds
LS10 1AW - Tail lift",53.7891197,-1.5385117,50,RANGE_INTERPOLATED,"Google match: '7 Butterley St, Leeds LS10, UK'; partial match; LOW CONFIDENCE - review manually"
431,SHED001 1,KGB FASHION LIMITED,updated,"1-3 Front Street
Acomb
York,
YO24 3BN",53.95522889999999,-1.1253645,10,ROOFTOP,"Google match: 'Vyner House, 1-3 Front St, Acomb, York YO24 3BW, UK'"
432,SHON001 1,SHONN BROS LTD,updated-low-confidence,M3 1FB,53.4907001,-2.2481492,3000,APPROXIMATE,"Google match: 'Great Ducie St, Cheetham Hill, Manchester M3 1FB, UK'; LOW CONFIDENCE - review manually"
433,SIAN001 1,SIAN WHOLESALE LTD,geocode-failed,"Unit 6
Total Park Edson Road
Elm Farm Estate
MK41 0HR",,,,,Address could not be geocoded
434,SMARTT001 0,SMART TRADING COMPANY UK LTD,geocode-failed,"Fraser Capital Management Ltd
Club 3000 Bingo
KY7 5NT",,,,,Address could not be geocoded
435,SMIL001 0,STEWART MILLER LTD,updated,"The Flagship Centre
Main Street
BT20 5AF",54.66275419999999,-5.6665416,10,ROOFTOP,"Google match: 'Flagship Shopping Centre, Main St, Bangor BT20 5AF, UK'"
436,SMIL001 1,STEWART MILLER LTD,updated-low-confidence,"Unit 58
Abbey Centre
Longwood Road
BT37 9UH",54.6560074,-5.9190252,200,GEOMETRIC_CENTER,"Google match: 'Longwood Rd, Newtownabbey BT37 9UH, UK'; partial match; LOW CONFIDENCE - review manually"
437,SMIL001 3,STEWART MILLER LTD,updated,"Unit 34
Bow Street Mall
Lisburn
BT28 1AW",54.51166509999999,-6.047148000000001,10,ROOFTOP,"Google match: '34 Bow St, Lisburn BT28 1BN, UK'"
438,SMIL001 4,STEWART MILLER LTD,updated,"10 Balloo Drive
Bangor
Co. Down
BT19 7QY",54.643061,-5.666739,10,ROOFTOP,"Google match: '10 Balloo Dr, Bangor BT19 7QY, UK'"
439,SMIL001 5,STEWART MILLER LTD,updated-low-confidence,"34-36 Holborn Avenue
Bangor
Co. Down
5EH",54.6650441,-5.664545299999999,50,RANGE_INTERPOLATED,"Google match: '34 Holborn Ave, Bangor BT20 5EA, UK'; partial match; LOW CONFIDENCE - review manually"
440,SP001 1,SPECTRUM (NE) LTD,updated-low-confidence,"Portobello Rd
Birtley
Tyne & Wear
DH3 2RY",54.8931901,-1.5604773,200,GEOMETRIC_CENTER,"Google match: 'Portobello Rd, Birtley, Chester-le-Street DH3 2RY, UK'; LOW CONFIDENCE - review manually"
441,Spa001 1,SPARKY'S DISCOUNT STORES,updated-low-confidence,"Marnellsgrove
Ballymoe
Co Galway",53.6988832,-8.501136299999999,3000,APPROXIMATE,"Google match: 'Marnellsgrove, Ashbrook, Co. Galway, Ireland'; LOW CONFIDENCE - review manually"
442,SQU001 1,SQUIRRELS UK LIMITED,updated-low-confidence,"Preservation House
Airport Way
Luton
LUZ 9LF",51.8763958,-0.3835582,10,ROOFTOP,"Google match: 'Preservation House, Airport Way, Luton LU2 9LF, UK'; partial match; LOW CONFIDENCE - review manually"
443,SQU001 2,SQUIRRELS UK LIMITED,updated-low-confidence,"Maidens of Telford
Deer Park Court
Donnington Wood
Telford, TFZ 7NA",52.7060196,-2.4229253,10,ROOFTOP,"Google match: 'Deer Park Court, Telford TF2 7NB, UK'; partial match; LOW CONFIDENCE - review manually"
444,SS001 1,ONLY THREE EURO LTD (TRADING AS SURPLUS STOCK DIRECT),updated,"20-21 Moore Street
Dublin",53.3507297,-6.2626502,10,ROOFTOP,"Google match: '20 Moore St, North City, Dublin, D01 HR60, Ireland'"
445,SS001 2,ONLY THREE EURO LTD (TRADING AS SURPLUS STOCK DIRECT),updated,"Maple Centre
Navan Road
Dublin 7",53.3611306,-6.298737099999999,10,ROOFTOP,"Google match: 'Maple Shopping Centre, The Maple Centre, Navan Rd, Cabra West, Dublin 7, Ireland'"
446,Stack001 1,JABEZ LTD T/A STACKS PHARMACY,updated-low-confidence,"Unit 16 Northern Cross Business Park
Dublin 11
Ireland
D11 V1WK",53.39640439999999,-6.317066899999999,3000,APPROXIMATE,"Google match: 'Finglas North, Dublin, Co. Dublin, D11 V1WK, Ireland'; partial match; LOW CONFIDENCE - review manually"
447,STOKE001 1,STOKE TRADING LTD,updated-low-confidence,ST4 3NJ,52.9956654,-2.1540581,3000,APPROXIMATE,"Google match: 'China St, Fenton, Stoke-on-Trent ST4 3NJ, UK'; LOW CONFIDENCE - review manually"
448,STUD001 1,STUDIO RETAIL LTD T/A EXPRESS GIFTS,updated-low-confidence,"Church Bridge Warehouse
Church
Accrington
BB5 4EL",53.75636429999999,-2.3875048,3000,APPROXIMATE,"Google match: 'Church, Accrington BB5 4EL, UK'; partial match; LOW CONFIDENCE - review manually"
449,SUL001 1,M SULEMAN (GROUP LIMITED),updated-low-confidence,"Wholesale Business Park
32-36 Stromness Street
Glasgow G5 8HS",55.84792969999999,-4.2641214,10,ROOFTOP,"Google match: '32 - 36 Stromness St, Glasgow G5 8HS, UK'; partial match; LOW CONFIDENCE - review manually"
450,Sup001 1,SUPREME FURNISHING LIMITED,updated,"Unit 2 Broughton Road
Salford
Lancashire
M6-6LS",53.49371379999999,-2.2822417,10,ROOFTOP,"Google match: '2 Broughton Rd, Manchester, Salford M6 6LS, UK'"
451,SWIZ002 1,SWIZZELS MATLOW LTD,updated,"Carlton House
Albion Road
New Mills
SK22 3HA",53.36085,-2.0080639,10,ROOFTOP,"Google match: 'Carlton House, Albion Rd, New Mills, High Peak SK22 3HA, UK'"
452,TEDI001 1,TEDI GMBH & CO KG,updated-low-confidence,DORTMUND,51.5135872,7.465298100000001,3000,APPROXIMATE,"Google match: '44 Dortmund, Germany'; LOW CONFIDENCE - review manually"
453,TJ001 4,TJC HAPPY EVENTS T/A MR PRICE,updated-low-confidence,"111 The Blanchardstown Centre
Blanchardstown
Dublin 15",53.39331749999999,-6.389937799999999,200,GEOMETRIC_CENTER,"Google match: 'Blanchardstown Rd S, Blanchardstown, Dublin, Ireland'; partial match; LOW CONFIDENCE - review manually"
454,TJ001 2,TJC HAPPY EVENTS T/A MR PRICE,skipped-no-address,,,,,,
455,TJ001 3,TJC HAPPY EVENTS T/A MR PRICE,updated-low-confidence,"Hemfield
Enniscorthy",52.5082478,-6.5589576,200,GEOMETRIC_CENTER,"Google match: 'Hempfield, Templeshannon, Enniscorthy, Co. Wexford, Ireland'; LOW CONFIDENCE - review manually"
456,TJ001 5,TJC HAPPY EVENTS T/A MR PRICE,updated-low-confidence,"Terryland Retail Pk
Galway",53.284435,-9.046776,200,GEOMETRIC_CENTER,"Google match: 'Terryland Retail Pk, Galway, Co. Galway, Ireland'; partial match; LOW CONFIDENCE - review manually"
457,TJ001 6,TJC HAPPY EVENTS T/A MR PRICE,updated-low-confidence,"Old Kilroy Unit
Main St
Tullamore",53.2739143,-7.4980313,200,GEOMETRIC_CENTER,"Google match: 'Main Street, Tullamore, Co. Offaly, Ireland'; partial match; LOW CONFIDENCE - review manually"
458,TJ001 0,TJC HAPPY EVENTS T/A MR PRICE,skipped-no-address,,,,,,
459,TJC001 1,TJC,updated-low-confidence,TW13 7HF,51.4386236,-0.4090236,3000,APPROXIMATE,"Google match: 'Plane Tree Cres, Feltham TW13 7HF, UK'; LOW CONFIDENCE - review manually"
460,TJH001 8,LEWIS HOME RETAIL LTD,updated-low-confidence,"Lewis Home Retail Ltd
Units 1-3 Cedars Business Centre
Avon Road
Cannock, Staffs, WS11 1QJ",52.6807741,-2.0398375,200,GEOMETRIC_CENTER,"Google match: 'Cedars Business Centre, Avon Rd, Cannock WS11 1LS, UK'; partial match; LOW CONFIDENCE - review manually"
461,TJH001 10,LEWIS HOME RETAIL LTD,updated-low-confidence,"18/19 Captain Cook Square
Middlesbrough,Teeside
TS1 5UB",54.5754303,-1.2391162,10,ROOFTOP,"Google match: '16 Newport Cres, Middlesbrough TS1 5UA, UK'; partial match; LOW CONFIDENCE - review manually"
462,TJH001 9,LEWIS HOME RETAIL LTD,updated-low-confidence,"Lewis Home Retail Ltd
11 Bradford Mall
The Saddler Centre,
Walsall,, WS1 1YS",52.583548,-1.9839876,10,ROOFTOP,"Google match: 'Bradford Mall, Walsall WS1, UK'; partial match; LOW CONFIDENCE - review manually"
463,TJH001 7,LEWIS HOME RETAIL LTD,updated-low-confidence,"Distribution Centre
Unit C4 Depot Road
Knowsley Industrial Estate
L33 3AR",53.48627459999999,-2.8474146,10,ROOFTOP,"Google match: 'Knowsley Industrial Estate, Acornfield Rd, Liverpool L33 7RN, UK'; partial match; LOW CONFIDENCE - review manually"
464,TJH001 1,LEWIS HOME RETAIL LTD,updated-low-confidence,"Hughes House
105 London Road
Liverpool
L3 8JA",53.4099887,-2.972292,10,ROOFTOP,"Google match: '105 London Rd, Liverpool L3 8JA, UK'; partial match; LOW CONFIDENCE - review manually"
465,TJH001 4,LEWIS HOME RETAIL LTD,updated,"127-135 Trongate
Glasgow
G1 5HG",55.8570799,-4.2474358,10,ROOFTOP,"Google match: 'T J Hughes, 127-135 Trongate, Glasgow G1 5HF, UK'"
466,TJH001 12,LEWIS HOME RETAIL LTD,updated-low-confidence,"MSU1
The Strand Shopping Centre
73 The Hexagon,
Bootle,, L20 4SZ",53.4518323,-2.9933738,200,GEOMETRIC_CENTER,"Google match: 'Washington Parade, Liverpool, Bootle L20 4SZ, UK'; partial match; LOW CONFIDENCE - review manually"
467,TJH001 13,LEWIS HOME RETAIL LTD,updated-low-confidence,"11A Mill Gate Shopping Centre
Union Arcade,
Bury
Lancs,, BL9 0QF",53.592531,-2.2944111,10,ROOFTOP,"Google match: 'Union Arcade, Bury BL9 0QF, UK'; partial match; LOW CONFIDENCE - review manually"
468,TJH001 2,LEWIS HOME RETAIL LTD,updated,"177/178 Terminus Rd
Eastbourne
BN21 3NX",50.76769059999999,0.2884198,10,ROOFTOP,"Google match: '177, the Opticians, 176-178 Terminus Rd, Eastbourne BN21 3NX, UK'"
469,TJH001 5,LEWIS HOME RETAIL LTD,updated-low-confidence,"Hughes House
105 London Road
Liverpool
L3 8JA",53.4099887,-2.972292,10,ROOFTOP,"Google match: '105 London Rd, Liverpool L3 8JA, UK'; partial match; LOW CONFIDENCE - review manually"
470,TJH001 14,LEWIS HOME RETAIL LTD,updated,"86/92 GRAINGER STREET,
NEWCASTLE UPON TYNE
NE1 5JQ",54.9720369,-1.6143716,10,ROOFTOP,"Google match: '86, 92 Grainger St, Newcastle upon Tyne NE1 5JQ, UK'"
471,TJH001 11,LEWIS HOME RETAIL LTD,updated-low-confidence,"32-33 Town Square Shopping Mall
Oldham
OL1 1XF",53.5413903,-2.1129076,10,ROOFTOP,"Google match: 'Towns Square, Shopping Centre, Oldham OL1 1XF, UK'; partial match; LOW CONFIDENCE - review manually"
472,TJH001 6,LEWIS HOME RETAIL LTD,updated,"50 High St
Sheffield
S1 1QH",53.382697,-1.467147,10,ROOFTOP,"Google match: '50 High St, Sheffield City Centre, Sheffield S1 1QH, UK'"
473,TJH001 3,LEWIS HOME RETAIL LTD,updated-low-confidence,"Greenoaks Shopping Centre
Widnes
WA8 6UD",53.3679664,-2.7244808,200,GEOMETRIC_CENTER,"Google match: 'Green Oaks Way, Widnes WA8 6UB, UK'; LOW CONFIDENCE - review manually"
474,TJH001 15,LEWIS HOME RETAIL LTD,updated-low-confidence,"Distribution Centre
Block B
Triumph Way,Triump Business Park,
Liverpool, L24 9GQ",53.4083714,-2.9915726,3000,APPROXIMATE,"Google match: 'Liverpool, UK'; partial match; LOW CONFIDENCE - review manually"
475,TJM001 2,TJ MORRIS,updated-low-confidence,"Solstice Business Park
Equinox drive
Amesbury,
Wiltshire, SP4 7SQ",51.1775404,-1.7534513,200,GEOMETRIC_CENTER,"Google match: 'Equinox Dr, Amesbury, Salisbury SP4, UK'; partial match; LOW CONFIDENCE - review manually"
476,TJM001 1,TJ MORRIS,updated,"Axis Business Park
East Lancashire Rd
Gilmoss
Liverpool, L11 0JA",53.4628448,-2.8969669,10,ROOFTOP,"Google match: '1 Portal Wy, E Lancashire Rd, Fazakerley, Liverpool L11 0AJ, UK'"
477,TON001 1,TONA GROUP LTD,updated,"3 eaton way
Borehamwood
WD6 4QJ",51.6650592,-0.2847212,10,ROOFTOP,"Google match: '3 Eaton Way, Borehamwood WD6 4QJ, UK'"
478,TONG001 1,TONG GARDEN CENTRE,updated-low-confidence,"Tong Village
Westgate Hill off Wakefield Road
Bradford
BD4 0RY",53.7839656,-1.7350582,200,GEOMETRIC_CENTER,"Google match: 'Wakefield Rd, Bradford BD4, UK'; LOW CONFIDENCE - review manually"
479,TOP002 5,TOP TRADING,updated,"200 Cricklewood
Broadway
Cricklewood
London, NW2 3DU",51.55846589999999,-0.2164363,10,ROOFTOP,"Google match: '200 Cricklewood Broadway, London NW2 3DU, UK'"
480,TOP002 2,TOP TRADING,updated-low-confidence,"CASTLE LEISURE BINGO HALL - CARDIFF
368 NEWPORT ROAD
CARDIFF
CF239AE",51.4962506,-3.1413008,10,ROOFTOP,"Google match: '368 Newport Rd, Cardiff CF23 9AE, UK'; partial match; LOW CONFIDENCE - review manually"
481,TOP002 3,TOP TRADING,updated-low-confidence,"CASTLE LEISURE BINGO HALL - SWANSEA
41 CLOSE MORRISTON
SWANSEA
SA8 8DS",51.62144,-3.943645999999999,3000,APPROXIMATE,"Google match: 'Swansea, UK'; partial match; LOW CONFIDENCE - review manually"
482,TOP002 4,TOP TRADING,updated-low-confidence,"CARMARTHEN ROAD
SQWANSEA
WEST GLOMORGAN
SA5 8LJ",51.636235,-3.9652992,200,GEOMETRIC_CENTER,"Google match: 'Carmarthen Rd, Cwmdu, Swansea SA5 8LJ, UK'; LOW CONFIDENCE - review manually"
483,TOP002 1,TOP TRADING,updated-low-confidence,"Unit 2
Backhulm Street
Salford
M5 4PX",53.4796425,-2.2810639,3000,APPROXIMATE,"Google match: 'Salford M5, UK'; partial match; LOW CONFIDENCE - review manually"
484,TOP002 6,TOP TRADING,updated-low-confidence,"5 Bond Street
Manchester
M12 6HW",53.4807593,-2.2426305,3000,APPROXIMATE,"Google match: 'Manchester, UK'; partial match; LOW CONFIDENCE - review manually"
485,TRAG001 1,TRAGO MILLS LIMITED,updated-low-confidence,"Twowatersfoot
Liskeard
P14 6HY",50.45552,-4.464719,3000,APPROXIMATE,"Google match: 'Liskeard PL14, UK'; partial match; LOW CONFIDENCE - review manually"
486,TRAG002 1,TRAGO MILLS (SOUTH DEVON) LTD,updated-low-confidence,"Regional Shopping Centre
Stover
Newton Abbot
TQ12 6JD",50.5571221,-3.6665093,3000,APPROXIMATE,"Google match: 'Liverton, Newton Abbot TQ12 6JD, UK'; partial match; LOW CONFIDENCE - review manually"
487,TRAG003 1,TRAGO MILLS (FALMOUTH) LTD,updated-low-confidence,"Arwenack Street
Falmouth
TR11 3LF",50.1526819,-5.0665393,200,GEOMETRIC_CENTER,"Google match: 'Arwenack St, Falmouth TR11, UK'; LOW CONFIDENCE - review manually"
488,TRAG004 1,TRAGOMILLS(MERTHYR)LIMITED,updated-low-confidence,"Swansea Road
Merthyr Tydfil
CF48 1HT",51.7514918,-3.4028967,200,GEOMETRIC_CENTER,"Google match: 'Swansea Rd, Merthyr Tydfil CF48 1HT, UK'; LOW CONFIDENCE - review manually"
489,TRO001 1,TROTTER'S TRADERS,updated-low-confidence,"Wilton Road Ind Est
Grimsby
DN36 4AW",53.5358333,-0.0460584,200,GEOMETRIC_CENTER,"Google match: 'Wilton Rd, Humberston, Grimsby DN36 4AW, UK'; partial match; LOW CONFIDENCE - review manually"
490,TUT001 1,TUTHILLS LIMITED,updated-low-confidence,"Hillview
Clonee Road
Lucan
K78 VF54",53.4086537,-6.4451971,200,GEOMETRIC_CENTER,"Google match: 'Clonee Rd, Clonee, Co. Meath, Ireland'; partial match; LOW CONFIDENCE - review manually"
491,UNC001 1,UNCLE BILL'S AUSTRALIA PTY LTD,skipped-no-address,,,,,,
492,UNCSAM001 1,UNCLE SAM C&C,updated-low-confidence,"Uncle Sams C&C
36 high Street
LN12 1AD",53.3419693,0.2615728,10,ROOFTOP,"Google match: '36 High St, Mablethorpe LN12 1AD, UK'; partial match; LOW CONFIDENCE - review manually"
493,UNITY001 1,UNITY CASH AND CARRY LTD,updated-low-confidence,"Unit 85 - 87
Vermont Street
Excelsior Industrial Estate
G41 1LU",55.8490119,-4.2815315,50,RANGE_INTERPOLATED,"Google match: '85, 87 Vermont St, Kinning Park, Glasgow G41 1LU, UK'; partial match; LOW CONFIDENCE - review manually"
494,URS001 2,UNIPHAR WHOLESALE LTD,updated,"645 Jordanstown Drive
Greenogue Business Park
Rathcoole",53.2968161,-6.4670979,50,RANGE_INTERPOLATED,"Google match: '645 Jordanstown Drive, Collegeland, Co. Dublin, Ireland'"
495,URS001 1,UNIPHAR WHOLESALE LTD,updated-low-confidence,"Allcare Warehouse
Unit 3 Northern Cross Business Park
Finglas",53.3977304,-6.315994799999999,10,ROOFTOP,"Google match: 'Northern Cross Business Park, North Road, Finglas, Dublin 11, Ireland'; partial match; LOW CONFIDENCE - review manually"
496,VALLEY001 1,VALLEY NEWS,updated-low-confidence,"Unit 7
Block 2 Greenogue Ind Estate
Rathcoole",53.2792829,-6.4670992,10,ROOFTOP,"Google match: '7, 2 Greenogue Dr, Rathcoole, Co. Dublin, D24 W142, Ireland'; partial match; LOW CONFIDENCE - review manually"
497,vint001 1,VINTAGE PROPS & STAGING LTD,updated-low-confidence,"Grovebury Road
Leighton Buzzard
LU7 4SQ",51.9061926,-0.6631917,200,GEOMETRIC_CENTER,"Google match: 'Grovebury Rd, Leighton Buzzard LU7 4SQ, UK'; LOW CONFIDENCE - review manually"
498,VOOD001 1,VOODOO GIFTS LIMITED,updated-low-confidence,"D005 Dean Clough Mills
Halifax
HX3 5AX",53.7282068,-1.8639773,200,GEOMETRIC_CENTER,"Google match: 'Dean Clough, Halifax HX3 5AX, UK'; partial match; LOW CONFIDENCE - review manually"
499,WAITE001 1,W.M.WAITE LTD,updated-low-confidence,"Sheffield Road
Conisbrough
Doncaster
DN12 2BJ",53.4751784,-1.2403746,200,GEOMETRIC_CENTER,"Google match: 'Sheffield Rd, Conisbrough, Doncaster DN12, UK'; LOW CONFIDENCE - review manually"
500,WAT001 1,WATT BROTHERS,updated-low-confidence,"Unit B
City Link Dev. Park
Helen Street
Govan, G51 3HD",55.8565531,-4.315921,200,GEOMETRIC_CENTER,"Google match: 'Helen St, Glasgow G51 3HD, UK'; partial match; LOW CONFIDENCE - review manually"
501,WC001 1,WHOLESALE CLEARANCE UK LTD,updated,"Unit N Waterside Estate
25-27 Willis Way
Poole
BH15 3TD",50.72897030000001,-1.9880243,10,ROOFTOP,"Google match: 'n, Waterside Estate, 25-27 Willis Way, Poole BH15 3TD, UK'"
502,WELLPH001 0,BESTWAY NATIONAL CHEMISTS T/A WELL,updated-low-confidence,"Well Healthcare Service Centre
Whittle Road
Meir Park
ST3 7UN",52.97332129999999,-2.0913537,10,ROOFTOP,"Google match: 'Meir Park, Stoke-on-Trent ST3 7TU, UK'; partial match; LOW CONFIDENCE - review manually"
503,WESTW001 0,WESTWOOD MIDLANDS LTD,updated,"68 - 80 Montgomery Street
Sparkbrook
Birmingham
B11 1DT",52.465099,-1.8680553,50,RANGE_INTERPOLATED,"Google match: '68, 80 Montgomery St, Sparkbrook, Birmingham B11, UK'"
504,WHATAB001 0,WHAT ABERDARE LTD,updated-low-confidence,"Gallagher Retail Park
Caerphilly
CF83 3GX",51.5898634,-3.214724,200,GEOMETRIC_CENTER,"Google match: 'Gallagher Retail Park, 9 Parc Pontypandy, Caerphilly CF83 3GX, UK'; LOW CONFIDENCE - review manually"
505,WHATAB001 2,WHAT ABERDARE LTD,updated-low-confidence,"Unit 1A
Aberaman Industrial Estate
Aberman
CFF44 6DA",51.6990416,-3.4188243,200,GEOMETRIC_CENTER,"Google match: 'Aberaman Industrial Estate, Aberdare CF44 6DA, UK'; partial match; LOW CONFIDENCE - review manually"
506,WHATPL001 0,WHAT PLUS LTD,updated,"Chartist Way
Rogerstone
Newport
NP10 9XJ",51.58656089999999,-3.0537466,10,ROOFTOP,"Google match: 'Chartist Way, Rogerstone, Newport NP10 9XJ, UK'"
507,WHATPL001 1,WHAT PLUS LTD,updated-low-confidence,"CWMBRAN
NP44 3BB",51.6436486,-3.0148012,3000,APPROXIMATE,"Google match: 'Llantarnam, Cwmbran NP44 3BB, UK'; LOW CONFIDENCE - review manually"
508,WHATST001 0,WHAT STORES LTD,updated,"Unit 5
Centaurus Road
Cribbs Causeway
BS34 5TU",51.5288288,-2.5979103,10,ROOFTOP,"Google match: '5 Centaurus Rd, Patchway, Bristol BS34 5TS, UK'"
509,WHATST001 1,WHAT STORES LTD,updated-low-confidence,"Unit H
Eastgate Retail Park
Bristol
BS5 6XX",51.4730717,-2.5663649,200,GEOMETRIC_CENTER,"Google match: 'Eastgate Rd, Eastville, Bristol BS5 6XX, UK'; partial match; LOW CONFIDENCE - review manually"
510,WHO001 1,WHOLESALE TRADING SUPPLIES LTD,updated-low-confidence,"Unit 3 Eclipse Ind Centre
20 Sandown Rd
Watford
WD24 7AE",51.67503869999999,-0.391076,10,ROOFTOP,"Google match: 'Eclipse House, 20 Sandown Rd, North Watford, Watford WD24 7AE, UK'; partial match; LOW CONFIDENCE - review manually"
511,WHSM001 2,WH SMITH HIGH STREET LTD,updated-low-confidence,"Warehouse No. 8742
Swindon DC 8742
Greenbridge Industrial Estate
Greenbridge Road, Swindon, SN3 3LD",51.5669415,-1.7499813,200,GEOMETRIC_CENTER,"Google match: 'Greenbridge Rd, Swindon SN3, UK'; partial match; LOW CONFIDENCE - review manually"
512,WILK002 2,WILKINSON RETAIL LIMITED,updated-low-confidence,"Service Centre 2 (SC2)
Wilkinson Magor
Europe Park
Magor, Caldicot, South Wales, NP26 3WN",51.5759771,-2.8668512,3000,APPROXIMATE,"Google match: 'Caldicot NP26 3WN, UK'; partial match; LOW CONFIDENCE - review manually"
513,WILK002 0,WILKINSON RETAIL LIMITED,updated-low-confidence,"Service Centre 1 (SC1),Wilkinson Manton House,Roebuck Way
Manton Wood,Worksop,Nottinghamshire,
S80 3EG",53.2965608,-1.0640634,200,GEOMETRIC_CENTER,"Google match: 'Roebuck Wy, Worksop S80 3EG, UK'; partial match; LOW CONFIDENCE - review manually"
514,WIN001 0,WINTEC INDUSTRIES,updated-low-confidence,"Croft House
Ambleston
Haverfordwest
Pembrokeshire, SA62 5QZ",51.89442349999999,-4.9049219,3000,APPROXIMATE,"Google match: 'Ambleston, Haverfordwest SA62 5QZ, UK'; partial match; LOW CONFIDENCE - review manually"
515,WOON001 1,WOONERS BV,updated,Lange Meire 56 - 9270 Laarne,51.0306969,3.8664626,10,ROOFTOP,"Google match: 'Lange Meire 56, 9270 Laarne, Belgium'"
516,WOP001 0,WORLD OF PATRIA,updated-low-confidence,"Graysons Freight Services Ltd
Unit B Porten Way
Commerce Park
Laporte Way, Luton",51.8875776,-0.4463658,10,ROOFTOP,"Google match: 'Unit B Portenway, Commerce Park, Laporte Way, Maidenhall, Luton LU4 8RJ, UK'; partial match; LOW CONFIDENCE - review manually"
517,WP001 1,WISEPRICE WHOLESALE,updated,"24 Fawcett St
Sunderland
SR1 1RS",54.9056655,-1.3812286,10,ROOFTOP,"Google match: '24 Fawcett St, Sunniside, Sunderland SR1 1RH, UK'"
518,Y&C001 1,Y&C WHOLESALE LIMITED,updated,"27-28 Riverwalk Road
Enfield
EN3 7QN",51.6508227,-0.0238664,10,ROOFTOP,"Google match: '27-28 Riverwalk Rd, Enfield EN3 7QN, UK'"
519,YTC001 2,YTC LIMITED,updated,"Unit 76 Warfield Road
Kellythrope Ind Estate
Kellythorpe
Y025 9DJ",53.998311,-0.4653887,10,ROOFTOP,"Google match: '76 Warfield Rd, Kelleythorpe, Driffield YO25 9DJ, UK'"
520,YTC001 1,YTC LIMITED,updated-low-confidence,"Maclaren House,Skerne Road,
Driffield
YO25 6PN",53.9994365,-0.4356843,200,GEOMETRIC_CENTER,"Google match: 'Skerne Rd, Driffield YO25 6PN, UK'; partial match; LOW CONFIDENCE - review manually"
521,ZP001 1,Z POUND LTD,updated,"28 Argyle St
Glasgow
G2 8AD",55.8579577,-4.2507096,10,ROOFTOP,"Google match: '28 Argyle St, Glasgow G2 8AD, UK'"
522,99p001,OF VENICE,skipped-no-address,,,,,,
523,A&B001,A&B LIMITED,updated-low-confidence,"45 Berth Central Road
Eastern Docks Gate 4
Southampton
S014 3AH",50.9105468,-1.4049018,3000,APPROXIMATE,"Google match: 'Southampton, UK'; partial match; LOW CONFIDENCE - review manually"
524,AAR001,AARKAY EXIMS LTD,updated-low-confidence,"Aarkay Exims Ltd
Unit 26
Phoenix Distribution Park,
Phoenix Way,Heston,, Middx TW5 9NB",51.48420170000001,-0.3719867,3000,APPROXIMATE,"Google match: 'Heston, Hounslow TW5, UK'; partial match; LOW CONFIDENCE - review manually"
525,ABR001,ABRA WHOLESALES LTD,updated,"5 Pickets Lock Lane
Edmonton
London
N9 0AS",51.629592,-0.039584,10,ROOFTOP,"Google match: '5 Pickett's Lock Ln, London N9 0AS, UK'"
526,ADV001,ADVANCED GLOBAL PRODUCTIONS LTD,updated-low-confidence,"The Tube Business Centre
86 North st
M8 8RA",53.4953308,-2.235629,10,ROOFTOP,"Google match: '86 North St, Cheetham Hill, Manchester M8 8RA, UK'; partial match; LOW CONFIDENCE - review manually"
527,AGE001,AGE UK,updated,"44 Hardwick Grange
Woolston
Warrington
WA1 4RF",53.4069065,-2.5291058,50,RANGE_INTERPOLATED,"Google match: '44 Hardwick Grange, Woolston, Warrington WA1 4SR, UK'"
528,AI002,A I TRADING LTD,updated-low-confidence,"54 Murray Place
Stirling
FK8 2BK",56.1189686,-3.936266,10,ROOFTOP,"Google match: '54 Murray Pl, Stirling FK8 2BX, UK'; partial match; LOW CONFIDENCE - review manually"
529,AI003,ALLSORTS IMPORTS LTD,updated,"Unit 4 Princes Rd
Ramsgate
Kent
CT11 7SA",51.3423349,1.4098404,10,ROOFTOP,"Google match: '4 Princes Rd, Ramsgate CT11 7SA, UK'"
530,ALAN001,ALAN REISSE,updated-low-confidence,"Unit 6 Donore Business Park
Donore
Drogheda",53.70571280000001,-6.3625197,10,ROOFTOP,"Google match: 'Donore Business Park, Donore Rd, Lagavooren, Drogheda, Co. Louth, Ireland'; partial match; LOW CONFIDENCE - review manually"
531,ALB001,ALBERT HARRISON & CO LTD,updated-low-confidence,"Queen Mill
Queens Road
Accrington
Lancashire, BB5 6DS",53.7599674,-2.3734937,200,GEOMETRIC_CENTER,"Google match: 'Queens Rd W, Accrington BB5, UK'; partial match; LOW CONFIDENCE - review manually"
532,ALJ001,AL-JANNA & AL-JUWANA GENERAL TRADING CO.W.W.L,updated-low-confidence,Arduya Industrial - Block 01,29.2888091,47.905861,3000,APPROXIMATE,"Google match: 'Ardiya, Kuwait'; partial match; LOW CONFIDENCE - review manually"
533,ALJ002,AL-JANNA & AL-JUWANA GENERAL TRADING CO. W.W.L,updated-low-confidence,Ardiya Industrial - Block 01,29.2888091,47.905861,3000,APPROXIMATE,"Google match: 'Ardiya, Kuwait'; partial match; LOW CONFIDENCE - review manually"
534,ANN001,ANNESS PUBLISHING LTD,updated-low-confidence,"Algores Way
Wisbech
Cambridgeshire
PE132TQ",52.6521518,0.1551582,200,GEOMETRIC_CENTER,"Google match: 'Algores Way, Wisbech PE13 2TQ, UK'; LOW CONFIDENCE - review manually"
